segment;payment_type;customer_city;customer_state;total_payment;order_numbers
New Customer;boleto;novo oriente do piaui;PI;185,22;1
New Customer;boleto;novo repartimento;PA;52,04;1
New Customer;boleto;oeiras;PI;75,85;1
New Customer;boleto;olimpia;SP;56,1;1
New Customer;boleto;olinda;PE;366,37;3
New Customer;boleto;ortigueira;PR;193,98;1
New Customer;boleto;osasco;SP;2002,93;21
New Customer;boleto;osorio;RS;60,38;1
New Customer;boleto;osvaldo cruz;SP;92,24;1
New Customer;boleto;ouricuri;PE;369,22;1
New Customer;boleto;ourinhos;SP;501,24;2
New Customer;boleto;ouro branco;MG;177,23;2
New Customer;boleto;ouro preto;MG;207,98;3
New Customer;boleto;ouro preto do oeste;RO;90,49;1
New Customer;boleto;palhoca;SC;148,09;3
New Customer;boleto;palma;MG;148;1
New Customer;boleto;palmares;PE;65,01;1
New Customer;boleto;palmas;PR;130,73;1
New Customer;boleto;palmas;TO;378,07;3
New Customer;boleto;palmeira;PR;158,77;1
New Customer;boleto;palmeira das missoes;RS;68,43;1
New Customer;boleto;paracambi;RJ;164,63;1
New Customer;boleto;paracatu;MG;312,01;2
New Customer;boleto;paraiso;SC;99,65;1
New Customer;boleto;paraiso do sul;RS;47,29;1
New Customer;boleto;paraiso do tocantins;TO;404,22;1
New Customer;boleto;paraisopolis;MG;352,56;2
New Customer;boleto;paranagua;PR;391,96;3
New Customer;boleto;paranaiba;MS;62,05;1
New Customer;boleto;paranavai;PR;230,94;3
New Customer;boleto;parauapebas;PA;67,11;1
New Customer;boleto;parnaiba;PI;85,56;1
New Customer;boleto;parnamirim;RN;438,93;3
New Customer;boleto;passa quatro;MG;137,93;1
New Customer;boleto;passo fundo;RS;692,02;6
New Customer;boleto;passos;MG;206,69;2
New Customer;boleto;pato branco;PR;168,8;1
New Customer;boleto;patos;PB;96,95;1
New Customer;boleto;patos de minas;MG;349,13;3
New Customer;boleto;paulinia;SP;696,01;5
New Customer;boleto;paulista;PE;154,62;2
New Customer;boleto;paulo afonso;BA;181,82;2
New Customer;boleto;pederneiras;SP;74,69;1
New Customer;boleto;pedreira;SP;122,93;1
New Customer;boleto;pedro leopoldo;MG;459,92;1
New Customer;boleto;peixoto de azevedo;MT;126,87;1
New Customer;boleto;pelotas;RS;501,87;4
New Customer;boleto;penapolis;SP;203,99;1
New Customer;boleto;penedo;AL;252,69;1
New Customer;boleto;perdizes;MG;107,71;2
New Customer;boleto;pereiras;SP;69,69;1
New Customer;boleto;perola d'oeste;PR;537,16;1
New Customer;boleto;perola independente;PR;104,46;1
New Customer;boleto;peruibe;SP;101,03;1
New Customer;boleto;pesqueira;PE;62,99;1
New Customer;boleto;petrolandia;SC;153,77;1
New Customer;boleto;petrolina;PE;250,23;2
New Customer;boleto;petropolis;RJ;545,99;4
New Customer;boleto;piedade;SP;168,85;2
New Customer;boleto;piedade de caratinga;MG;93,28;1
New Customer;boleto;pilao arcado;BA;83,47;1
New Customer;boleto;pilar do sul;SP;178,15;1
New Customer;boleto;pimenta;MG;55,43;1
New Customer;boleto;pimenta bueno;RO;352,3;1
New Customer;boleto;pindamonhangaba;SP;446,88;4
New Customer;boleto;pindorama;SP;298,99;1
New Customer;boleto;pindorama do tocantins;TO;62,08;1
New Customer;boleto;pinhais;PR;494,02;3
New Customer;boleto;piracicaba;SP;1429,71;17
New Customer;boleto;pirai do sul;PR;57,17;1
New Customer;boleto;pirapora;MG;363,24;1
New Customer;boleto;pirapora do bom jesus;SP;44,88;1
New Customer;boleto;pirapozinho;SP;26,78;1
New Customer;boleto;pirassununga;SP;456,23;2
New Customer;boleto;piratuba;SC;56,42;1
New Customer;boleto;piritiba;BA;47,1;1
New Customer;boleto;pitangui;MG;94,92;2
New Customer;boleto;planaltina;GO;84,44;1
New Customer;boleto;poa;SP;517,29;4
New Customer;boleto;pocos de caldas;MG;1238,79;5
New Customer;boleto;pocrane;MG;124,93;1
New Customer;boleto;pomerode;SC;310,11;1
New Customer;boleto;pompeia;SP;108,72;1
New Customer;boleto;ponta grossa;PR;182,19;2
New Customer;boleto;ponta pora;MS;28,13;1
New Customer;boleto;pontal;SP;52,83;1
New Customer;boleto;pontalinda;SP;59,89;1
New Customer;boleto;ponte nova;MG;1443,48;2
New Customer;boleto;pontes e lacerda;MT;381,59;1
New Customer;boleto;porciuncula;RJ;68,44;1
New Customer;boleto;portelandia;GO;61,4;1
New Customer;boleto;porto alegre;RS;5652,22;41
New Customer;boleto;porto belo;SC;142,49;1
New Customer;boleto;porto esperidiao;MT;128,78;1
New Customer;boleto;porto ferreira;SP;43,74;1
New Customer;boleto;porto firme;MG;123,49;1
New Customer;boleto;porto nacional;TO;115,46;1
New Customer;boleto;porto seguro;BA;318,98;2
New Customer;boleto;porto velho;RO;2234,71;3
New Customer;boleto;porto xavier;RS;47,8;1
New Customer;boleto;potim;SP;193,82;1
New Customer;boleto;potiragua;BA;52,13;1
New Customer;boleto;potirendaba;SP;80,55;1
New Customer;boleto;pouso alegre;MG;367,6;5
New Customer;boleto;pradopolis;SP;264,69;1
New Customer;boleto;praia grande;SP;1200,05;10
New Customer;boleto;presidente dutra;MA;714,23;1
New Customer;boleto;presidente epitacio;SP;224,17;4
New Customer;boleto;presidente prudente;SP;366,34;4
New Customer;boleto;promissao;SP;362,33;4
New Customer;boleto;propria;SE;182,85;1
New Customer;boleto;quata;SP;22,79;1
New Customer;boleto;queimadas;PB;240,82;1
New Customer;boleto;querencia;MT;135,59;1
New Customer;boleto;quixelo;CE;62,08;1
New Customer;boleto;quixeramobim;CE;198,05;1
New Customer;boleto;realeza;PR;80,89;1
New Customer;boleto;rechan;SP;158,68;1
New Customer;boleto;recife;PE;3087,1;20
New Customer;boleto;regeneracao;PI;128,89;1
New Customer;boleto;registro;SP;321,3;2
New Customer;boleto;remanso;BA;98,46;1
New Customer;boleto;resende;RJ;380,41;2
New Customer;boleto;restinga seca;RS;96,63;1
New Customer;boleto;ribeirao das neves;MG;578,57;5
New Customer;boleto;ribeirao pires;SP;143,08;1
New Customer;boleto;ribeirao preto;SP;1643,75;18
New Customer;boleto;ribeiro junqueira;MG;200,33;1
New Customer;boleto;rifaina;SP;545,51;1
New Customer;boleto;rio bonito do iguacu;PR;68,35;1
New Customer;boleto;rio branco;AC;158,27;1
New Customer;boleto;rio casca;MG;27,22;1
New Customer;boleto;rio claro;SP;565,45;4
New Customer;boleto;rio das ostras;RJ;334,72;4
New Customer;boleto;rio das pedras;SP;72,07;1
New Customer;boleto;rio de janeiro;RJ;17973,89;143
New Customer;boleto;rio fortuna;SC;125,99;1
New Customer;boleto;rio grande;RS;299,6;3
New Customer;boleto;rio negrinho;SC;62,31;1
New Customer;boleto;rio negro;PR;143,49;1
New Customer;boleto;rio paranaiba;MG;113,89;1
New Customer;boleto;rio verde;GO;68,45;1
New Customer;boleto;riqueza;SC;149,01;1
New Customer;boleto;rodelas;BA;149,03;1
New Customer;boleto;rolandia;PR;53,35;1
New Customer;boleto;rondon;PR;208,42;1
New Customer;boleto;rondon do para;PA;208,34;1
New Customer;boleto;rondonopolis;MT;352,76;3
New Customer;boleto;roque gonzales;RS;209,99;1
New Customer;boleto;rosana;SP;122,97;1
New Customer;boleto;rosario;MA;79,04;1
New Customer;boleto;roseira;SP;37,79;1
New Customer;boleto;sacramento;MG;142,24;1
New Customer;boleto;salinas;MG;547,89;1
New Customer;boleto;salinas da margarida;BA;82,12;1
New Customer;boleto;salto;SP;137,32;2
New Customer;boleto;salto da divisa;MG;78,51;1
New Customer;boleto;salto de pirapora;SP;27,75;1
New Customer;boleto;salvador;BA;3501,58;30
New Customer;boleto;santa adelia;SP;137,96;1
New Customer;boleto;santa barbara d'oeste;SP;723,45;9
New Customer;boleto;santa branca;SP;178,73;2
New Customer;boleto;santa cruz das palmeiras;SP;43,17;1
New Customer;boleto;santa cruz de salinas;MG;79,09;1
New Customer;boleto;santa cruz do rio pardo;SP;151,55;2
New Customer;boleto;santa cruz do sul;RS;304,98;2
New Customer;boleto;santa helena;MA;231,88;1
New Customer;boleto;santa ines;MA;63,08;1
New Customer;boleto;santa isabel do para;PA;114,52;1
New Customer;boleto;santa luzia;MG;310,25;3
New Customer;boleto;santa maria;RS;1691,96;8
New Customer;boleto;santa maria da vitoria;BA;370,11;2
New Customer;boleto;santa maria de itabira;MG;118,65;1
New Customer;boleto;santa maria de jetiba;ES;113,77;1
New Customer;boleto;santa rita do sapucai;MG;212,02;2
New Customer;boleto;santa teresa;ES;465,69;1
New Customer;boleto;santa vitoria;MG;217,38;2
New Customer;boleto;santana de parnaiba;SP;1110,87;11
New Customer;boleto;santana do livramento;RS;67,44;1
New Customer;boleto;santana do mundau;AL;665,44;1
New Customer;boleto;santana do paraiso;MG;67,44;1
New Customer;boleto;santo amaro da imperatriz;SC;206,21;3
New Customer;boleto;santo andre;SP;3666,77;29
New Customer;boleto;santo angelo;RS;184,03;2
New Customer;boleto;santo antonio da patrulha;RS;502,14;3
New Customer;boleto;santo antonio de posse;SP;62,65;1
New Customer;boleto;santo antonio do itambe;MG;143,82;1
New Customer;boleto;santo antonio do jacinto;MG;40,25;1
New Customer;boleto;santo antonio do leste;MT;237,55;1
New Customer;boleto;santos;SP;4747,56;33
New Customer;boleto;santos dumont;MG;222,36;2
New Customer;boleto;sao bento do sul;SC;566,58;4
New Customer;boleto;sao bernardo;MA;138,3;1
New Customer;boleto;sao bernardo do campo;SP;2751,53;27
New Customer;boleto;sao caetano do sul;SP;251,96;3
New Customer;boleto;sao carlos;SP;689,92;8
New Customer;boleto;sao domingos do maranhao;MA;157,46;1
New Customer;boleto;sao fidelis;RJ;86,04;1
New Customer;boleto;sao francisco de paula;MG;47,29;1
New Customer;boleto;sao francisco do conde;BA;130,75;1
New Customer;boleto;sao gabriel;RS;119,95;2
New Customer;boleto;sao gabriel da palha;ES;245;2
New Customer;boleto;sao goncalo;RJ;1136,75;7
New Customer;boleto;sao goncalo do amarante;RN;57,39;1
New Customer;boleto;sao gotardo;MG;68,52;1
New Customer;boleto;sao jeronimo;RS;57,38;1
New Customer;boleto;sao joao;PR;48,22;1
New Customer;boleto;sao joao de meriti;RJ;381,42;3
New Customer;boleto;sao joao do triunfo;PR;141,58;1
New Customer;boleto;sao joao nepomuceno;MG;306,97;2
New Customer;boleto;sao jose;SC;175,18;2
New Customer;boleto;sao jose do barreiro;SP;113,33;1
New Customer;boleto;sao jose do rio preto;SP;1988,87;13
New Customer;boleto;sao jose dos campos;SP;2527,3;26
New Customer;boleto;sao jose dos pinhais;PR;469,31;5
New Customer;boleto;sao leopoldo;RS;706,08;6
New Customer;boleto;sao lourenco da serra;SP;37,46;1
New Customer;boleto;sao lourenco do oeste;SC;185,88;1
New Customer;boleto;sao luis;MA;2384,87;17
New Customer;boleto;sao mateus;ES;54,25;1
New Customer;boleto;sao mateus do sul;PR;778,05;1
New Customer;boleto;sao miguel arcanjo;SP;131,31;1
New Customer;boleto;sao miguel do araguaia;GO;273,67;1
New Customer;boleto;sao miguel do oeste;SC;305,95;2
New Customer;boleto;sao paulo;SP;50807,98;500
New Customer;boleto;sao pedro da aldeia;RJ;144,31;1
New Customer;boleto;sao pedro da uniao;MG;148,79;1
New Customer;boleto;sao raimundo nonato;PI;630,44;1
New Customer;boleto;sao sebastiao;SP;213,95;2
New Customer;boleto;sao sepe;RS;43,17;1
New Customer;boleto;sao vicente;SP;1413,93;6
New Customer;boleto;sapucaia do sul;RS;168,73;2
New Customer;boleto;saquarema;RJ;200,33;1
New Customer;boleto;sarandi;RS;32,23;1
New Customer;boleto;sarzedo;MG;214,25;2
New Customer;boleto;saudades;SC;193,98;1
New Customer;boleto;schroeder;SC;56,37;1
New Customer;boleto;seara;SC;94,34;2
New Customer;boleto;sebastiao leal;PI;75,89;1
New Customer;boleto;senador canedo;GO;57,23;1
New Customer;boleto;senador firmino;MG;78,27;1
New Customer;boleto;senador pompeu;CE;55,04;1
New Customer;boleto;seropedica;RJ;146,77;2
New Customer;boleto;serra;ES;1046,38;8
New Customer;boleto;serra negra;SP;320,38;2
New Customer;boleto;serra talhada;PE;338,07;1
New Customer;boleto;serrana;SP;79,51;1
New Customer;boleto;sertao;RS;204,4;2
New Customer;boleto;sertaozinho;SP;105,6;2
New Customer;boleto;sete lagoas;MG;127,2;2
New Customer;boleto;setubinha;MG;196,19;1
New Customer;boleto;severinia;SP;99,26;1
New Customer;boleto;silvanopolis;TO;273,88;1
New Customer;boleto;simonesia;MG;745,69;1
New Customer;boleto;sinop;MT;216,32;2
New Customer;boleto;sobral;CE;142,66;1
New Customer;boleto;sooretama;ES;40,24;1
New Customer;boleto;sorocaba;SP;2663,66;23
New Customer;boleto;sorriso;MT;215,04;2
New Customer;boleto;sud mennucci;SP;113,27;1
New Customer;boleto;sumare;SP;678,02;6
New Customer;boleto;sumidouro;RJ;226,28;2
New Customer;boleto;suzano;SP;912,12;8
New Customer;boleto;tabatinga;SP;48,69;1
New Customer;boleto;taboao da serra;SP;1265,14;14
New Customer;boleto;tambau;SP;23,83;1
New Customer;boleto;tanhacu;BA;227,83;1
New Customer;boleto;taquara;RS;78,42;1
New Customer;boleto;taquaritinga;SP;34,81;1
New Customer;boleto;taquarucu do sul;RS;93,29;1
New Customer;boleto;tarabai;SP;50,83;1
New Customer;boleto;taruma;SP;65,33;1
New Customer;boleto;taubate;SP;728,8;8
New Customer;boleto;telemaco borba;PR;32,37;1
New Customer;boleto;teofilo otoni;MG;406,86;2
New Customer;boleto;terenos;MS;85,26;1
New Customer;boleto;teresina;PI;1185,06;6
New Customer;boleto;teresopolis;RJ;489,02;5
New Customer;boleto;terra nova do norte;MT;208,07;1
New Customer;boleto;terra roxa;PR;428,74;1
New Customer;boleto;tiete;SP;275,54;2
New Customer;boleto;tijucas;SC;128,72;1
New Customer;boleto;timbo;SC;123,4;1
New Customer;boleto;timoteo;MG;35,13;1
New Customer;boleto;trabiju;SP;279,91;1
New Customer;boleto;tramandai;RS;207,4;1
New Customer;boleto;tremembe;SP;125,6;2
New Customer;boleto;tres marias;MG;67,44;1
New Customer;boleto;tres passos;RS;168,85;1
New Customer;boleto;tres pontas;MG;88,26;1
New Customer;boleto;tres rios;RJ;123,18;1
New Customer;boleto;triunfo;RS;384,78;2
New Customer;boleto;tubarao;SC;132,46;1
New Customer;boleto;tucurui;PA;2519,73;4
New Customer;boleto;tupa;SP;150,62;2
New Customer;boleto;turmalina;MG;103,61;1
New Customer;boleto;uaua;BA;249,75;1
New Customer;boleto;uba;MG;57,86;1
New Customer;boleto;ubaitaba;BA;145,77;1
New Customer;boleto;ubatuba;SP;32,7;1
New Customer;boleto;uberaba;MG;1666,5;7
New Customer;boleto;uberlandia;MG;2357,6;11
New Customer;boleto;umbauba;SE;72,87;1
New Customer;boleto;umburanas;BA;123,75;1
New Customer;boleto;umuarama;PR;261,45;2
New Customer;boleto;unai;MG;341,22;2
New Customer;boleto;uniao do sul;MT;249,2;1
New Customer;boleto;uruana;GO;44,41;1
New Customer;boleto;urucuca;BA;98,14;1
New Customer;boleto;urupes;SP;63;1
New Customer;boleto;valenca;BA;1346,94;4
New Customer;boleto;valenca;RJ;164,25;1
New Customer;boleto;valinhos;SP;1139,83;4
New Customer;boleto;valparaiso;SP;41,76;1
New Customer;boleto;vargem grande paulista;SP;163,82;3
New Customer;boleto;varginha;MG;635,51;5
New Customer;boleto;varzea paulista;SP;631,14;3
New Customer;boleto;vassouras;RJ;326,53;3
New Customer;boleto;vazante;MG;257,94;1
New Customer;boleto;venancio aires;RS;299,55;2
New Customer;boleto;vespasiano;MG;277,99;2
New Customer;boleto;vicente dutra;RS;31,22;1
New Customer;boleto;vicosa;MG;594,38;4
New Customer;boleto;vila flores;RS;304,17;2
New Customer;boleto;vila velha;ES;1077,78;7
New Customer;boleto;vinhedo;SP;357,07;4
New Customer;boleto;viradouro;SP;110,88;1
New Customer;boleto;vitoria;ES;8015,45;12
New Customer;boleto;vitoria da conquista;BA;51,12;1
New Customer;boleto;vitorino;PR;67,23;1
New Customer;boleto;volta redonda;RJ;625,31;5
New Customer;boleto;votorantim;SP;198,28;3
New Customer;boleto;votuporanga;SP;88,66;2
New Customer;boleto;xambioa;TO;51,03;1
New Customer;boleto;xaxim;SC;205;2
New Customer;credit_card;abaete;MG;349,99;2
New Customer;credit_card;abaetetuba;PA;317,78;2
New Customer;credit_card;abaira;BA;167,95;1
New Customer;credit_card;abelardo luz;SC;219,71;2
New Customer;credit_card;acaiaca;MG;162,9;1
New Customer;credit_card;acailandia;MA;322,23;2
New Customer;credit_card;acajutiba;BA;50,95;1
New Customer;credit_card;adamantina;SP;1133,11;4
New Customer;credit_card;adustina;BA;102,27;1
New Customer;credit_card;afogados da ingazeira;PE;253,74;2
New Customer;credit_card;afranio;PE;226,23;1
New Customer;credit_card;agua boa;MT;36,96;1
New Customer;credit_card;agua branca;PB;106,11;1
New Customer;credit_card;agua comprida;MG;96,65;1
New Customer;credit_card;agua doce do norte;ES;35,73;1
New Customer;credit_card;aguas da prata;SP;289,32;2
New Customer;credit_card;aguas de lindoia;SP;384,01;3
New Customer;credit_card;aguas de santa barbara;SP;42,87;1
New Customer;credit_card;aguas frias;SC;318,98;1
New Customer;credit_card;aguas lindas de goias;GO;442,23;3
New Customer;credit_card;agudos;SP;149,83;2
New Customer;credit_card;aguia branca;ES;168,81;1
New Customer;credit_card;aimores;MG;353,77;3
New Customer;credit_card;aiuruoca;MG;162,58;1
New Customer;credit_card;alagoinhas;BA;1426,02;8
New Customer;credit_card;alambari;SP;32,79;1
New Customer;credit_card;alegre;ES;112,81;2
New Customer;credit_card;alegrete;RS;1614,26;7
New Customer;credit_card;alem paraiba;MG;456,73;5
New Customer;credit_card;alexandra;PR;51,31;1
New Customer;credit_card;alexandria;RN;69,22;1
New Customer;credit_card;alfenas;MG;487,62;6
New Customer;credit_card;alfredo chaves;ES;44,41;1
New Customer;credit_card;alfredo wagner;SC;792,17;1
New Customer;credit_card;almenara;MG;48,3;1
New Customer;credit_card;almirante tamandare;PR;592,67;4
New Customer;credit_card;altamira;PA;199,72;2
New Customer;credit_card;altamira do parana;PR;239,78;1
New Customer;credit_card;altinho;PE;50,94;1
New Customer;credit_card;alto garcas;MT;87,17;1
New Customer;credit_card;alto jequitiba;MG;91,69;1
New Customer;credit_card;alto rio novo;ES;327,23;2
New Customer;credit_card;alto santo;CE;103,27;1
New Customer;credit_card;aluminio;SP;73,9;1
New Customer;credit_card;alvinopolis;MG;48,13;1
New Customer;credit_card;alvorada;RS;696,6;5
New Customer;credit_card;amanari;CE;419,39;1
New Customer;credit_card;americana;SP;4036,58;33
New Customer;credit_card;amparo;SP;978,56;9
New Customer;credit_card;ampere;PR;191,54;2
New Customer;credit_card;analandia;SP;102,28;1
New Customer;credit_card;ananindeua;PA;1779,31;8
New Customer;credit_card;anapolis;GO;1517,7;12
New Customer;credit_card;andorinha;BA;346,07;2
New Customer;credit_card;andradas;MG;304,48;2
New Customer;credit_card;andradina;SP;1195,59;9
New Customer;credit_card;andre da rocha;RS;146,13;1
New Customer;credit_card;angatuba;SP;186,54;3
New Customer;credit_card;angical do piaui;PI;80,92;1
New Customer;credit_card;angra dos reis;RJ;516,14;5
New Customer;credit_card;anicuns;GO;103,34;1
New Customer;credit_card;antonina;PR;190,25;2
New Customer;credit_card;antonio carlos;MG;48,21;1
New Customer;credit_card;antonio martins;RN;97,67;1
New Customer;credit_card;antonio prado de minas;MG;73,49;1
New Customer;credit_card;aparecida;SP;236,58;2
New Customer;credit_card;aparecida de goiania;GO;2616,97;15
New Customer;credit_card;aparecida de monte alto;SP;199,26;1
New Customer;credit_card;aparecida do rio negro;TO;172,58;1
New Customer;credit_card;aparecida do taboado;MS;336,96;2
New Customer;credit_card;aperibe;RJ;449,8;2
New Customer;credit_card;apiai;SP;123,97;1
New Customer;credit_card;apiuna;SC;193,81;2
New Customer;credit_card;apucarana;PR;491;5
New Customer;credit_card;apuiares;CE;218,48;1
New Customer;credit_card;aquidauana;MS;68,43;1
New Customer;credit_card;aracaju;SE;6490,69;35
New Customer;credit_card;aracati;CE;668,59;2
New Customer;credit_card;aracatuba;SP;2771,65;15
New Customer;credit_card;arace;ES;44,63;1
New Customer;credit_card;aracoiaba;CE;359,5;1
New Customer;credit_card;aracoiaba da serra;SP;117,2;1
New Customer;credit_card;aracruz;ES;287,14;4
New Customer;credit_card;aracuai;MG;151,83;1
New Customer;credit_card;aragarcas;GO;49,31;1
New Customer;credit_card;araguaina;TO;1203,54;6
New Customer;credit_card;araguari;MG;1865,89;6
New Customer;credit_card;arantina;MG;204,41;1
New Customer;credit_card;arapei;SP;38,75;1
New Customer;credit_card;arapiraca;AL;836,39;3
New Customer;credit_card;araponga;MG;209,46;1
New Customer;credit_card;arapongas;PR;2310,49;4
New Customer;credit_card;arapoti;PR;66,42;1
New Customer;credit_card;arapua;MG;112,77;1
New Customer;credit_card;araquari;SC;53;1
New Customer;credit_card;ararangua;SC;398,74;1
New Customer;credit_card;araraquara;SP;4117,7;24
New Customer;credit_card;araras;SP;1738,87;14
New Customer;credit_card;arari;MA;162,92;1
New Customer;credit_card;ararica;RS;36,23;1
New Customer;credit_card;araruama;RJ;973,35;5
New Customer;credit_card;arataca;BA;865,78;1
New Customer;credit_card;aratuba;CE;287,65;1
New Customer;credit_card;araucaria;PR;1152,11;11
New Customer;credit_card;araxa;MG;955,6;9
New Customer;credit_card;arceburgo;MG;133,57;1
New Customer;credit_card;arcos;MG;578,85;2
New Customer;credit_card;areal;RJ;50,31;1
New Customer;credit_card;areia;PB;142,71;1
New Customer;credit_card;areia branca dos assis;PR;465,02;1
New Customer;credit_card;arinos;MG;235,04;3
New Customer;credit_card;aripuana;MT;146,39;2
New Customer;credit_card;ariquemes;RO;227,75;1
New Customer;credit_card;armacao dos buzios;RJ;660,89;4
New Customer;credit_card;arraial d'ajuda;BA;345,66;3
New Customer;credit_card;arraial do cabo;RJ;408,81;1
New Customer;credit_card;arroio do meio;RS;1022,66;3
New Customer;credit_card;arroio dos ratos;RS;408,82;1
New Customer;credit_card;artur nogueira;SP;1814,39;11
New Customer;credit_card;aruja;SP;1109,3;7
New Customer;credit_card;ascurra;SC;97,78;1
New Customer;credit_card;assai;PR;380,29;1
New Customer;credit_card;assis;SP;1181,2;10
New Customer;credit_card;assis chateaubriand;PR;109,97;2
New Customer;credit_card;astorga;PR;48,3;1
New Customer;credit_card;atibaia;SP;1928,88;17
New Customer;credit_card;augusto pestana;RS;84,85;1
New Customer;credit_card;auriflama;SP;105,63;2
New Customer;credit_card;aurora do para;PA;115,46;1
New Customer;credit_card;avanhandava;SP;47,91;1
New Customer;credit_card;avare;SP;1993,53;11
New Customer;credit_card;bacabal;MA;1038,89;2
New Customer;credit_card;bady bassitt;SP;40,76;1
New Customer;credit_card;baependi;MG;73,49;1
New Customer;credit_card;bage;RS;2070,43;6
New Customer;credit_card;baianopolis;BA;418,68;1
New Customer;credit_card;baixo guandu;ES;541,98;2
New Customer;credit_card;balbinos;SP;69,29;1
New Customer;credit_card;balneario camboriu;SC;1840,47;8
New Customer;credit_card;balneario picarras;SC;627,86;1
New Customer;credit_card;bambui;MG;349,87;2
New Customer;credit_card;bananal;SP;32,8;1
New Customer;credit_card;bananeiras;PB;259,41;3
New Customer;credit_card;bandeira;MG;75,99;1
New Customer;credit_card;bandeirantes;PR;304,38;3
New Customer;credit_card;bandeirantes do tocantins;TO;72,4;1
New Customer;credit_card;barao de cocais;MG;585,65;3
New Customer;credit_card;barbacena;MG;1240,78;10
New Customer;credit_card;barbalha;CE;65,74;1
New Customer;credit_card;barcarena;PA;169,08;1
New Customer;credit_card;bariri;SP;31,79;1
New Customer;credit_card;barra bonita;SP;267,81;2
New Customer;credit_card;barra da estiva;BA;31,96;1
New Customer;credit_card;barra de guabiraba;PE;171,56;1
New Customer;credit_card;barra de santo antonio;AL;313,36;1
New Customer;credit_card;barra de sao francisco;ES;200,34;2
New Customer;credit_card;barra de sao joao;RJ;586,58;3
New Customer;credit_card;barra de sao miguel;AL;58,19;1
New Customer;credit_card;barra do choca;BA;708,48;2
New Customer;credit_card;barra do corda;MA;180,62;1
New Customer;credit_card;barra do garcas;MT;219,36;2
New Customer;credit_card;barra do pirai;RJ;259,73;2
New Customer;credit_card;barra dos coqueiros;SE;403,49;2
New Customer;credit_card;barra mansa;RJ;1019,21;11
New Customer;credit_card;barra velha;SC;93,28;1
New Customer;credit_card;barracao;RS;91,11;1
New Customer;credit_card;barreiras;BA;2141,92;5
New Customer;credit_card;barreiros;PE;905,95;2
New Customer;credit_card;barretos;SP;586,86;5
New Customer;credit_card;barrinha;SP;181,66;1
New Customer;credit_card;barro;CE;369,22;1
New Customer;credit_card;barros cassal;RS;348,99;1
New Customer;credit_card;barroso;MG;359,68;2
New Customer;credit_card;barueri;SP;9352,34;70
New Customer;credit_card;batatais;SP;685,37;3
New Customer;credit_card;bauru;SP;5911,79;32
New Customer;credit_card;bebedouro;SP;548,8;7
New Customer;credit_card;bela cruz;CE;175,88;1
New Customer;credit_card;bela vista do paraiso;PR;129,64;1
New Customer;credit_card;belem;PA;11002,71;49
New Customer;credit_card;belem;PB;383,03;1
New Customer;credit_card;belford roxo;RJ;1158,33;12
New Customer;credit_card;belo horizonte;MG;67732,95;380
New Customer;credit_card;belo jardim;PE;606,46;2
New Customer;credit_card;benedito novo;SC;313,11;2
New Customer;credit_card;bento goncalves;RS;210,46;3
New Customer;credit_card;bernardino de campos;SP;30,29;1
New Customer;credit_card;bertioga;SP;446,66;4
New Customer;credit_card;betim;MG;4132,74;29
New Customer;credit_card;bezerros;PE;402,02;2
New Customer;credit_card;biguacu;SC;720,72;4
New Customer;credit_card;birigui;SP;1028,03;8
New Customer;credit_card;biritiba-mirim;SP;154,56;2
New Customer;credit_card;blumenau;SC;6489,47;34
New Customer;credit_card;boa esperanca;ES;293,38;1
New Customer;credit_card;boa esperanca;MG;74,49;1
New Customer;credit_card;boa esperanca do sul;SP;199,36;1
New Customer;credit_card;boa vista;RR;1254,17;5
New Customer;credit_card;boa vista da aparecida;PR;44,5;1
New Customer;credit_card;boca da mata;AL;171,32;1
New Customer;credit_card;bocaina;SP;62,53;1
New Customer;credit_card;boituva;SP;1291,43;7
New Customer;credit_card;bom conselho;PE;1111,39;2
New Customer;credit_card;bom despacho;MG;376,62;4
New Customer;credit_card;bom jardim;RJ;223,19;1
New Customer;credit_card;bom jesus;GO;198,48;1
New Customer;credit_card;bom jesus do itabapoana;RJ;392,83;2
New Customer;credit_card;bom jesus do querendo;RJ;188,55;1
New Customer;credit_card;bom jesus do sul;PR;245,1;1
New Customer;credit_card;bom jesus dos perdoes;SP;314,07;3
New Customer;credit_card;bom principio;RS;235,06;1
New Customer;credit_card;bom retiro;SC;25,31;1
New Customer;credit_card;bom sucesso;MG;60,89;1
New Customer;credit_card;bombinhas;SC;468,66;2
New Customer;credit_card;bonfim paulista;SP;718,68;6
New Customer;credit_card;bonfinopolis de minas;MG;1391,35;1
New Customer;credit_card;boninal;BA;85,04;1
New Customer;credit_card;bonito;BA;261,37;1
New Customer;credit_card;boquim;SE;221,82;1
New Customer;credit_card;borborema;SP;155,39;2
New Customer;credit_card;botelhos;MG;178,9;1
New Customer;credit_card;botucatu;SP;3548,91;18
New Customer;credit_card;braco do norte;SC;798,71;3
New Customer;credit_card;braganca paulista;SP;2625,73;20
New Customer;credit_card;brasilia;DF;55835,46;326
New Customer;credit_card;brasilia de minas;MG;443,86;3
New Customer;credit_card;brauna;SP;275,85;3
New Customer;credit_card;brazopolis;MG;256,11;2
New Customer;credit_card;brejo santo;CE;438,03;2
New Customer;credit_card;brodowski;SP;121,51;1
New Customer;credit_card;brotas;SP;130,69;2
